Time	Left Total	Right Total
0.241694927216	150677	150905
0.344012022018	150677	150905
0.441423892975	150677	150905
0.545321941376	150677	150905
0.64244890213	150677	150905
0.740490913391	150677	150905
0.843669891357	150677	150905
0.94154882431	150677	150905
1.04372596741	150677	150905
1.14247083664	150677	150905
1.24461483955	150677	150905
1.34277892113	150677	150905
1.44569897652	150677	150905
1.54343295097	150677	150905
1.64556884766	150677	150905
1.74462890625	150677	150905
1.84674787521	150677	150905
1.94482803345	150677	150905
2.04337692261	150677	150905
2.14555096626	150677	150905
2.2440829277	150677	150905
2.3469479084	150770	151000
2.44515490532	151025	151255
2.54822492599	151279	151515
2.64547300339	151532	151769
2.74763393402	151784	152020
2.84656381607	152035	152270
2.94918489456	152284	152521
3.04718399048	152535	152770
3.14553594589	152786	153020
3.24814987183	153036	153270
3.34594392776	153285	153520
3.44909596443	153533	153769
3.54664993286	153785	154020
3.64878082275	154039	154269
3.74791288376	154287	154522
3.84950995445	154534	154773
3.94739985466	154784	155022
4.05132699013	155034	155271
4.14849495888	155284	155520
4.2503619194	155534	155770
4.34941101074	155787	156021
4.44770598412	156039	156271
4.54952597618	156290	156523
4.64888501167	156537	156773
4.75065803528	156786	157022
4.84864783287	157037	157272
4.9515838623	157287	157521
5.04956102371	157534	157771
5.15252184868	157783	158021
5.25092101097	158037	158273
5.35294985771	158286	158522
5.4516518116	158534	158772
5.54983782768	158783	159022
5.65166187286	159031	159267
5.75065302849	159285	159519
5.85224986076	159538	159772
5.95051383972	159788	160023
6.05341100693	160038	160272
6.15231394768	160289	160523
6.25375699997	160540	160775
6.35316491127	160788	161025
6.45456004143	161037	161275
6.55263495445	161285	161523
6.65586090088	161535	161772
6.75352692604	161785	162021
6.85180997849	162036	162271
6.9549369812	162287	162521
7.05269193649	162538	162772
7.15449595451	162788	163023
7.25359582901	163038	163274
7.35620188713	163287	163523
7.45351696014	163540	163774
7.55750989914	163789	164022
7.65497398376	164035	164271
7.7574839592	164284	164520
7.85625600815	164535	164772
7.95762181282	164785	165022
8.05627799034	165033	165271
8.15492892265	165285	165520
8.25668382645	165537	165771
8.35517287254	165782	166015
8.45795297623	166034	166268
8.55563092232	166285	166519
8.65878582001	166537	166773
8.75706291199	166790	167022
8.85865402222	167039	167273
8.95768785477	167286	167524
9.05960988998	167537	167774
9.1580529213	167786	168022
9.26068592072	168034	168270
9.35860395432	168283	168519
9.45666193962	168536	168770
9.55948281288	168788	169021
9.65759587288	169039	169270
9.7594769001	169288	169522
9.85866498947	169536	169772
9.96074295044	169787	170021
10.0592429638	170040	170271
10.161842823	170286	170520
10.259732008	170533	170771
10.3619170189	170783	171022
10.4613728523	171033	171271
10.5629458427	171283	171521
10.6612038612	171532	171769
10.7598819733	171785	172019
10.8621058464	172038	172270
10.9596028328	172287	172520
11.0627799034	172534	172770
11.161288023	172784	173020
11.2639110088	173035	173271
11.3624658585	173287	173521
11.4638810158	173534	173772
11.56280303	173781	174019
11.6650989056	174032	174270
11.7633860111	174285	174520
11.8622629642	174530	174767
11.9639809132	174778	175015
12.0617580414	175035	175269
12.1646549702	175288	175522
12.2625849247	175536	175770
12.3647229671	175718	175957
12.4642570019	175811	176060
12.565707922	175840	176106
12.6636228561	175840	176109
12.7668099403	175840	176109
12.8649668694	175840	176109
12.9629080296	175840	176109
13.065956831	175840	176109
13.1698889732	175840	176109
13.2665109634	175840	176109
13.3653059006	175840	176109
13.4671189785	175840	176109
13.5647549629	175840	176109
13.6682109833	175840	176109
13.765996933	175840	176109
13.8678309917	175840	176109
13.9666008949	175840	176109
14.0687630177	175840	176109
14.1677138805	175840	176109
