Time	Left Total	Right Total
0.276295185089	100464	100606
0.37527012825	100464	100606
0.477355957031	100464	100606
0.574943065643	100464	100606
0.678172111511	100464	100606
0.776203155518	100464	100606
0.874225139618	100464	100606
0.977172136307	100464	100606
1.07535910606	100464	100606
1.17726016045	100464	100606
1.27642512321	100464	100606
1.3782119751	100464	100606
1.47705698013	100464	100606
1.57929801941	100464	100606
1.67713999748	100464	100606
1.77932596207	100464	100606
1.87887215614	100464	100606
1.98068809509	100464	100606
2.07803916931	100464	100606
2.17733216286	100464	100606
2.27929210663	100464	100606
2.37739109993	100464	100606
2.48022007942	100464	100606
2.57804918289	100464	100606
2.68019199371	100464	100606
2.77934098244	100464	100606
2.88225507736	100464	100606
2.9793150425	100464	100606
3.08227014542	100464	100606
3.17992115021	100464	100606
3.27935814857	100464	100606
3.38095498085	100464	100606
3.47905611992	100464	100606
3.58282804489	100464	100606
3.68015003204	100467	100610
3.78216505051	100650	100800
3.88121414185	100914	101065
3.98330807686	101171	101322
4.08110713959	101424	101572
4.18456315994	101675	101822
4.28205609322	101926	102073
4.38404512405	102174	102324
4.48376011848	102424	102575
4.58152699471	102675	102824
4.68306708336	102924	103072
4.78208613396	103170	103322
4.88409614563	103422	103573
4.98220610619	103672	103822
5.08554601669	103922	104070
5.18294715881	104171	104319
5.28536009789	104424	104570
5.38396596909	104673	104820
5.48635005951	104923	105071
5.5849339962	105171	105321
5.68328213692	105420	105572
5.78540611267	105673	105823
5.88349509239	105925	106073
5.9865591526	106173	106321
6.08423113823	106420	106571
6.18706607819	106670	106821
6.28494310379	106919	107070
6.38698601723	107169	107321
6.48502516747	107418	107571
6.58813810349	107671	107822
6.68665409088	107923	108073
6.78871107101	108173	108322
6.88733696938	108422	108572
6.98515510559	108671	108822
7.08829808235	108921	109072
7.18616914749	109174	109324
7.28833508492	109422	109573
7.38741707802	109669	109821
7.48870611191	109919	110071
7.58797216415	110170	110321
7.69011306763	110420	110571
7.78808498383	110669	110820
7.89021205902	110921	111069
7.98942112923	111174	111321
8.08723497391	111424	111571
8.18911314011	111672	111821
8.28848910332	111921	112070
8.39075517654	112171	112320
8.48844504356	112423	112571
8.59125208855	112669	112821
8.68969917297	112914	113069
8.79112815857	113168	113322
8.89014911652	113420	113571
8.99193000793	113669	113821
9.09033417702	113918	114070
9.19360399246	114170	114319
9.29100704193	114421	114569
9.38888311386	114673	114819
9.49205803871	114920	115069
9.59031701088	115169	115321
9.6933631897	115423	115573
9.79111814499	115674	115822
9.89338111877	115923	116073
9.99223518372	116170	116323
10.0940301418	116420	116573
10.196187973	116671	116824
10.2959589958	116919	117073
10.3935201168	117170	117322
10.4952611923	117422	117571
10.5946071148	117674	117822
10.6923570633	117923	118072
10.7943091393	118170	118320
10.8931000233	118420	118571
10.9951901436	118668	118816
11.0938510895	118921	119070
11.1965639591	119170	119322
11.2943201065	119419	119574
11.3961920738	119670	119824
11.4952630997	119921	120073
11.5970971584	120171	120324
11.6951150894	120422	120572
11.7942020893	120674	120822
11.8961331844	120926	121073
11.9940290451	121174	121323
12.0970640182	121422	121574
12.1949119568	121673	121823
12.2974171638	121925	122073
12.3964560032	122174	122322
12.497977972	122420	122573
12.5960130692	122670	122823
12.7001559734	122921	123073
12.7971820831	123170	123322
12.9010579586	123420	123573
12.998486042	123672	123821
13.0963711739	123923	124071
13.1996791363	124175	124322
13.2974610329	124425	124573
13.4000711441	124675	124822
13.498996973	124924	125071
13.6002531052	125176	125322
13.6984319687	125378	125527
13.8014781475	125480	125642
13.8993861675	125510	125695
14.0020990372	125510	125701
14.100579977	125510	125701
14.1985030174	125510	125701
14.300134182	125510	125701
14.399132967	125510	125701
14.5014390945	125510	125701
14.5990581512	125510	125701
14.7024400234	125510	125701
14.8001360893	125510	125701
14.9020791054	125510	125701
15.0082540512	125510	125701
15.1036450863	125510	125701
15.2012221813	125510	125701
15.3040721416	125510	125701
15.4019920826	125510	125701
15.500056982	125510	125701
15.6039350033	125510	125701
15.7014961243	125510	125701
15.8043920994	125510	125701
15.9027080536	125510	125701
16.0045759678	125510	125701
16.1037549973	125510	125701
16.2051341534	125510	125701
16.3036379814	125510	125701
16.4067540169	125510	125701
16.5044870377	125510	125701
16.6022791862	125510	125701
16.705602169	125510	125701
16.8035821915	125510	125701
16.9056801796	125510	125701
17.0044569969	125510	125701
17.1061301231	125510	125701
17.2041480541	125510	125701
17.3069901466	125510	125701
17.4050710201	125510	125701
17.5074350834	125510	125701
17.6059920788	125510	125701
17.7081160545	125510	125701
17.8060979843	125510	125701
17.9049229622	125510	125701
